,Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
312,Sam Okuayinonu,6,0,0,0,0,0,0,0,0,0,0,0,0.5,11,3,8,0,1,0,0
313,Tyeler Davison,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
314,Matthew Butler,6,0,0,0,0,0,0,0,0,0,0,0,0.5,5,1,4,0,1,0,0
315,Taylor Stallworth,7,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,1,0,0,0
316,Akeem Spence,7,0,0,0,0,0,0,0,0,0,0,0,0.0,10,4,6,0,0,0,0
317,Daviyon Nixon,7,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,0
318,Jalen Dalton,7,0,0,0,0,0,0,0,0,0,0,0,0.0,13,8,5,1,0,0,0
319,Ben Stille,7,1,0,0,0,0,0,0,0,0,0,0,0.0,5,0,5,0,1,0,0
320,Otito Ogbonnia,7,1,0,0,0,0,0,0,0,0,0,0,0.0,14,13,1,1,0,0,0
321,Jay Tufele,7,2,0,0,0,0,0,0,0,0,0,0,0.0,16,6,10,2,2,0,0
322,Ryder Anderson,7,2,0,0,0,0,0,0,0,0,0,0,2.0,8,4,4,2,2,0,0
323,Kendal Vickers,8,0,0,0,0,0,0,0,0,0,0,0,0.0,10,4,6,0,0,0,0
324,Eyioma Uwazurike,8,0,0,0,0,0,1,0,0,0,0,0,0.0,17,11,6,0,2,0,0
325,Ndamukong Suh,8,0,0,0,0,0,0,0,0,0,0,0,1.0,10,4,6,0,2,0,0
326,Kyle Peko,8,0,0,0,0,0,1,0,0,0,0,0,0.0,11,5,6,0,0,0,0
327,Jonathan Harris,8,4,0,0,0,0,0,0,0,0,0,0,0.0,20,13,7,2,1,0,0
328,T.Y. McGill,9,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,2,2,0,0
329,Neil Farrell,9,0,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,1,2,0,0
330,Michael Dwumfour,9,0,0,0,0,0,0,0,0,1,0,0,0.0,8,7,1,0,3,0,0
331,Marlon Tuipulotu,9,1,0,0,0,0,0,0,0,1,0,0,1.0,16,8,8,1,2,0,0
332,Jaleel Johnson,9,1,0,0,0,0,0,0,0,1,0,0,1.0,15,11,4,0,2,0,0
333,Bobby Brown,9,1,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,1,0,0,0
334,Breiden Fehoko,9,3,0,0,0,0,0,0,0,0,0,0,0.0,23,10,13,1,0,0,0
335,Myles Adams,10,0,0,0,0,0,1,0,0,0,0,0,0.0,16,6,10,1,1,0,0
336,Johnathan Hankins,10,4,0,0,0,0,1,0,0,0,0,0,0.0,20,7,13,1,1,0,0
337,Christian Barmore,10,3,0,0,0,0,1,0,0,0,0,0,2.5,23,12,11,2,7,0,0
338,Josh Paschal,10,4,0,0,0,0,0,0,0,0,0,0,2.0,16,10,6,2,4,0,0
339,Ross Blacklock,11,0,0,0,0,0,0,0,0,0,0,0,1.0,2,2,0,2,1,0,0
340,Naquan Jones,11,1,0,0,0,0,0,0,0,0,0,0,1.0,16,6,10,2,2,0,0
341,Khyiris Tonga,11,2,0,0,0,0,4,0,0,0,0,0,0.5,28,12,16,1,2,0,0
342,Isaiahh Loudermilk,11,3,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,1,0,0,0
343,Henry Mondeaux,11,4,0,0,0,0,0,0,0,0,0,0,0.0,16,5,11,1,0,0,0
344,Aaron Donald,11,11,0,0,0,0,2,1,0,1,0,0,5.0,49,27,22,10,11,0,1
345,Deadrin Senat,12,0,0,0,0,0,0,0,0,0,0,0,1.0,17,10,7,2,2,0,0
346,Jordan Phillips,12,1,0,0,0,0,2,0,0,0,0,0,1.5,20,9,11,3,6,0,0
347,Tommy Togiai,12,2,0,0,0,0,1,0,0,1,0,0,0.5,13,3,10,0,2,0,0
348,Perrion Winfrey,13,0,0,0,0,0,2,0,0,0,0,0,0.5,22,8,14,1,2,0,0
349,Trysten Hill,13,0,0,0,0,0,0,0,0,0,0,0,1.0,12,10,2,5,5,0,0
350,Malcolm Roach,13,3,0,0,0,0,0,0,0,0,0,0,1.0,26,14,12,2,2,0,0
351,Bryan Mone,13,3,0,0,0,0,1,0,0,0,0,0,0.0,25,15,10,2,1,0,0
352,Bravvion Roy,13,4,1,3,0,3,3,0,0,0,0,0,0.0,17,4,13,0,1,0,0
353,Jordan Davis,13,5,0,0,0,0,1,0,0,0,0,0,0.0,18,8,10,1,0,0,0
354,Zach Allen,13,13,0,0,0,0,8,0,0,0,0,0,5.5,47,23,24,10,20,0,0
355,Eric Johnson,14,0,0,0,0,0,0,0,0,1,0,0,0.0,3,1,2,0,0,0,0
356,Daniel Ekuale,15,0,0,0,0,0,1,0,0,0,0,0,2.0,14,10,4,2,3,0,0
357,Tim Settle,15,2,0,0,0,0,1,1,0,1,0,0,1.0,19,11,8,4,2,0,0
358,James Lynch,15,2,0,0,0,0,0,0,0,0,0,0,0.0,20,11,9,1,0,0,0
359,Travis Jones,15,3,0,0,0,0,1,0,0,0,0,0,1.0,24,14,10,1,2,0,0
360,Kurt Hinish,15,3,0,0,0,0,0,0,0,0,0,0,1.0,23,11,12,6,2,0,0
361,John Ridgeway,15,4,0,0,0,0,1,1,0,0,0,0,0.0,24,9,15,0,0,0,0
362,Angelo Blackson,15,4,0,0,0,0,1,0,0,0,0,0,0.0,22,10,12,1,1,0,0
363,Jeffery Simmons,15,15,0,0,0,0,7,1,0,0,0,0,7.5,54,25,29,9,14,0,1
364,Devonte Wyatt,16,0,0,0,0,0,1,1,0,0,0,0,1.5,15,8,7,0,3,0,0
365,Khalen Saunders,16,0,0,0,0,0,1,0,0,0,0,0,3.5,48,22,26,3,8,0,0
366,Marquan McCall,16,0,0,0,0,0,0,0,0,0,0,0,0.0,15,7,8,2,1,0,0
367,John Jenkins,16,0,0,0,0,0,0,0,0,0,0,0,0.0,20,8,12,0,1,0,0
368,Kevin Strong,16,1,0,0,0,0,2,0,0,0,0,0,0.0,23,14,9,0,0,0,0
369,Neville Gallimore,16,1,0,0,0,0,1,0,0,0,0,0,1.0,33,16,17,2,1,0,0
370,Carl Davis,16,2,0,0,0,0,0,0,0,1,17,0,1.0,11,3,8,1,1,0,0
371,Jonah Williams,16,6,0,0,0,0,0,0,0,0,0,0,0.5,23,11,12,0,4,0,0
372,Milton Williams,17,0,0,0,0,0,2,0,0,0,0,0,4.0,36,19,17,9,6,0,0
373,Kentavius Street,17,0,0,0,0,0,1,0,0,0,0,0,3.5,29,13,16,5,8,0,0
374,Benito Jones,17,0,0,0,0,0,2,0,0,0,0,0,1.5,16,8,8,0,4,0,0
375,Byron Cowart,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,4,8,2,0,0,0
376,Tedarrell Slaton,17,2,0,0,0,0,2,0,0,0,0,0,0.0,31,15,16,2,0,0,0
377,Mike Pennel,17,2,0,0,0,0,2,1,0,1,0,0,0.0,26,16,10,2,2,0,0
378,Nathan Shepherd,17,3,0,0,0,0,0,0,0,0,0,0,1.5,33,16,17,4,6,0,0
379,Quinton Jefferson,17,3,0,0,0,0,2,0,0,0,0,0,5.5,29,17,12,6,13,0,0
380,Justin Ellis,17,4,0,0,0,0,0,0,0,0,0,0,1.0,22,5,17,2,1,0,0
381,Nnamdi Madubuike,17,16,0,0,0,0,3,0,0,0,0,0,5.5,42,26,16,8,9,0,0
382,DeForest Buckner,17,16,0,0,0,0,3,2,0,1,0,0,8.0,74,44,30,11,22,0,0
383,Cameron Heyward,17,17,0,0,0,0,4,1,0,1,0,0,10.5,74,39,35,14,23,0,1
384,Michael Hoecht,17,6,0,0,0,0,0,1,0,0,0,0,4.5,36,23,13,4,9,0,0
385,BJ Thompson,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
386,Jason Pierre-Paul,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
387,Mike Morris,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0
388,Michael Dogbe,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
389,Kendal Vickers,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
390,Payton Turner,2,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,2,0,0
391,Sam Kamara,2,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,1,0,0,0
392,Eric Banks,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
393,Chase Winovich,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
394,Isaiah McGuire,4,1,0,0,0,0,0,0,0,0,0,0,1.0,6,5,1,2,2,0,0
395,Chris Wormley,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,0
396,Kyle Phillips,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
397,Efe Obada,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
398,Jalen Harris,5,0,0,0,0,0,1,0,0,0,0,0,0.0,6,5,1,0,1,0,0
399,Carl Lawson,6,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,0
400,Kerry Hyder,6,0,0,0,0,0,0,0,0,0,0,0,1.0,3,3,0,2,1,0,0
401,Janarius Robinson,6,2,0,0,0,0,0,0,0,0,0,0,1.0,8,5,3,1,2,0,0
402,Myjai Sanders,7,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,1,2,0,0
403,Joshua Pryor,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
404,Earnest Brown IV,7,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,0
405,Malik Herring,7,1,0,0,0,0,1,1,0,0,0,0,1.5,10,7,3,2,3,0,0
406,TK McLendon,7,2,0,0,0,0,0,0,0,1,0,0,0.0,8,3,5,0,0,0,0
407,Frank Clark,8,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,0
408,Isaac Rochell,8,1,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,2,0,0,0
409,Dylan Horton,10,0,0,0,0,0,0,0,0,1,0,0,0.0,13,8,5,1,2,0,0
410,Isaiah Foskey,10,0,0,0,0,0,1,0,0,0,0,0,0.0,9,5,4,0,0,0,0
411,Adetomiwa Adebawore,10,0,0,0,0,0,0,0,0,0,0,0,1.5,5,4,1,1,4,0,0
412,K.J. Henry,10,3,0,0,0,0,2,0,0,0,0,0,1.5,19,14,5,4,2,0,0
413,Desjuan Johnson,11,0,0,0,0,0,0,1,0,0,0,0,2.0,9,5,4,2,2,0,0
414,Charles Omenihu,11,1,0,0,0,0,2,2,0,0,0,0,7.0,28,18,10,5,11,0,0
415,Tyrus Wheat,12,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0
416,DeMarvin Leal,12,4,0,0,0,0,1,0,0,0,0,0,1.0,15,10,5,2,2,0,0
417,Yetur Gross-Matos,12,6,0,0,0,0,0,0,0,0,0,0,4.5,36,19,17,7,10,0,0
418,Kingsley Jonathan,13,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,2,0,0
419,James Smith-Williams,13,7,0,0,0,0,0,0,0,0,0,0,1.0,22,11,11,2,8,0,0
420,Joseph Ossai,14,0,0,0,0,0,1,0,0,0,0,0,1.0,10,6,4,1,7,0,0
421,Ogbonnia Okoronkwo,14,0,0,0,0,0,1,0,0,1,0,0,4.5,31,22,9,12,8,0,0
422,Andre Jones,14,2,0,0,0,0,3,0,0,0,0,0,0.0,4,1,3,0,0,0,0
423,Derek Barnett,14,4,0,0,0,0,1,0,0,0,0,0,2.5,22,12,10,9,11,0,0
424,Tyler Lacy,15,0,0,0,0,0,1,0,0,0,0,0,0.0,12,5,7,1,3,0,0
425,A.J. Epenesa,15,1,2,38,1,32,8,1,0,1,0,0,6.5,20,9,11,7,10,0,0
426,Mario Edwards,15,1,0,0,0,0,1,1,0,0,0,0,2.0,21,15,6,5,6,0,0
427,Will Anderson,15,13,0,0,0,0,1,0,0,0,0,0,7.0,45,29,16,10,22,0,1
428,Sam Hubbard,15,15,0,0,0,0,0,0,0,2,0,0,6.0,58,38,20,7,17,0,0
429,Alex Wright,16,1,0,0,0,0,2,2,0,1,0,0,5.0,25,16,9,6,5,0,0
430,Shaq Lawson,16,1,0,0,0,0,0,0,0,0,0,0,1.0,13,7,6,2,7,0,0
431,Keion White,16,4,0,0,0,0,3,0,0,0,0,0,1.0,26,12,14,3,5,0,0
432,Casey Toohill,16,8,0,0,0,0,1,0,0,1,0,0,5.0,26,17,9,6,7,0,0
433,Za'Darius Smith,16,16,0,0,0,0,3,1,0,0,0,0,5.5,27,18,9,8,20,0,0
434,Gregory Rousseau,16,16,0,0,0,0,4,1,0,1,0,0,5.0,42,30,12,12,18,0,0
435,Jarran Reed,16,16,0,0,0,0,2,1,0,1,0,0,7.0,54,27,27,7,12,0,0
436,Kwity Paye,16,16,0,0,0,0,0,2,0,2,-5,0,8.5,52,31,21,8,9,0,0
437,George Karlaftis III,16,16,0,0,0,0,3,1,0,0,0,0,10.5,47,29,18,7,17,0,0
438,Myles Garrett,16,16,0,0,0,0,3,4,0,1,1,0,14.0,42,33,9,17,30,0,1
439,Michael Danna,16,16,0,0,0,0,3,0,0,0,0,0,6.5,50,32,18,7,13,0,0
440,Tyree Wilson,17,0,0,0,0,0,0,1,0,1,0,0,3.5,29,16,13,2,8,0,0
441,Sam Williams,17,0,0,0,0,0,0,1,0,0,0,0,4.5,26,15,11,5,7,1,0
442,Nick Thurman,17,0,0,0,0,0,0,0,0,0,0,0,0.0,31,13,18,2,1,0,0
443,Myles Murphy,17,0,0,0,0,0,0,0,0,0,0,0,3.0,20,10,10,3,3,0,0
444,Jacob Martin,17,0,0,0,0,0,0,0,0,0,0,0,2.0,7,5,2,1,3,0,0
445,Tyquan Lewis,17,0,0,0,0,0,3,0,0,0,0,0,4.0,25,18,7,9,13,0,0
446,Tanoh Kpassagnon,17,0,0,0,0,0,2,0,0,0,0,0,3.5,19,12,7,4,9,0,0
447,Matt Henningsen,17,0,0,0,0,0,2,0,0,0,0,0,0.0,19,10,9,0,1,0,0
448,Brandon Graham,17,0,0,0,0,0,1,0,0,0,0,0,3.0,16,11,5,4,6,0,0
449,Dante Fowler,17,0,0,0,0,0,3,1,0,0,0,0,4.0,13,8,5,5,7,0,0
450,Felix Anudike-Uzomah,17,0,0,0,0,0,0,1,0,0,0,0,0.5,14,8,6,2,7,0,0
451,Adrian Phillips,17,1,0,0,0,0,0,0,0,0,0,0,0.0,17,10,7,0,0,0,0
452,Dayo Odeyingbo,17,1,0,0,0,0,2,2,0,2,0,0,8.0,38,22,16,9,17,0,0
453,Dorance Armstrong Jr.,17,1,0,0,0,0,1,0,0,0,0,0,7.5,38,20,18,7,12,0,0
454,Cameron Sample,17,2,0,0,0,0,1,0,0,0,0,0,1.5,29,18,11,1,8,0,0
455,Jerry Hughes,17,2,0,0,0,0,0,1,0,0,0,0,3.0,32,23,9,4,3,0,0
456,Brent Urban,17,3,0,0,0,0,2,0,0,1,0,0,3.0,22,16,6,5,6,0,0
457,Chauncey Golston,17,3,0,0,0,0,0,1,0,0,0,0,1.5,25,11,14,1,3,0,0
458,Malcolm Koonce,17,11,0,0,0,0,0,3,0,0,0,0,8.0,43,32,11,9,17,0,0
459,Jonah Williams,17,16,0,0,0,0,1,0,0,0,0,0,2.0,49,20,29,4,4,0,0
460,Dre'Mont Jones,17,16,0,0,0,0,0,0,0,0,0,0,4.5,49,26,23,5,12,0,0
461,Josh Sweat,17,17,0,0,0,0,1,2,0,0,0,0,6.5,43,30,13,7,23,0,0
462,DeMarcus Lawrence,17,17,0,0,0,0,6,1,0,0,0,0,4.0,50,29,21,10,8,0,1
463,Cameron Jordan,17,17,0,0,0,0,3,0,0,1,0,0,2.0,43,20,23,3,6,0,0
464,Trey Hendrickson,17,17,0,0,0,0,3,3,0,0,0,0,17.5,43,28,15,16,25,0,1
465,Carl Granderson,17,17,0,0,0,0,1,1,0,1,0,0,8.5,78,44,34,14,20,0,0
466,Samson Ebukam,17,17,0,0,0,0,1,3,0,0,0,0,9.5,57,39,18,10,17,0,0
467,Maxx Crosby,17,17,0,0,0,0,2,2,0,1,0,0,14.5,90,55,35,23,31,0,1
468,Zach Allen,17,17,0,0,0,0,1,1,0,0,0,0,5.0,60,27,33,8,24,0,0
469,Khalid Kareem,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0
470,L.J. Collier,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
471,T.J. Smith,2,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,0
472,T.Y. McGill,2,0,0,0,0,0,0,1,0,0,0,0,0.0,2,1,1,0,1,0,0
473,Bruce Hector,2,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,1,0,0,0
474,Joe Gaziano,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
475,Austin Bryant,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
476,Tyson Alualu,2,1,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,0
477,Brodric Martin,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
478,Timmy Horne,3,0,0,0,0,0,1,0,0,0,0,0,0.0,4,0,4,0,0,0,0
479,Christopher Hinton,3,0,0,0,0,0,0,0,0,0,0,0,0.0,10,4,6,0,0,0,0
480,Elijah Garcia,3,0,0,0,0,0,0,1,0,0,0,0,1.0,4,1,3,0,1,0,0
481,Neil Farrell,3,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,1,0,0,0
482,Daniel Ekuale,3,0,0,0,0,0,0,1,0,0,0,0,0.0,3,2,1,0,0,0,0
483,Kalia Davis,3,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,1,1,0,0
484,Tanzel Smart,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
485,Robert Beal,4,0,0,0,0,0,0,0,0,0,0,0,1.0,5,2,3,1,1,0,0
486,Marcus Davenport,4,3,0,0,0,0,0,0,0,0,0,0,2.0,7,3,4,2,4,0,0
487,Ben Stille,5,0,0,0,0,0,0,0,0,0,0,0,1.0,8,6,2,0,1,0,0
488,Jalyn Holmes,5,0,0,0,0,0,0,0,0,0,0,0,1.0,5,3,2,1,1,0,0
489,Marlon Davidson,5,3,0,0,0,0,0,0,0,0,0,0,1.0,10,6,4,2,1,0,0
490,Al Woods,6,0,0,0,0,0,0,0,0,0,0,0,1.0,6,4,2,2,2,0,0
491,Sheldon Day,6,1,0,0,0,0,0,0,0,1,5,0,0.0,8,3,5,1,0,0,0
492,LaCale London,7,0,0,0,0,0,0,0,0,1,0,0,0.0,13,6,7,2,0,0,0
493,Abdullah Anderson,7,0,0,0,0,0,0,0,0,1,0,0,0.5,8,5,3,1,1,0,0
494,Sam Roberts,7,1,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,0
495,Jordon Riley,8,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,1,0,0,0
496,Drake Jackson,8,0,0,0,0,0,1,0,0,0,0,0,3.0,7,4,3,2,3,0,0
497,Grady Jarrett,8,8,0,0,0,0,2,0,0,0,0,0,1.5,23,9,14,2,8,0,0
498,Dean Lowry,9,4,0,0,0,0,1,0,0,1,0,0,0.0,14,4,10,0,0,0,0
499,Levi Onwuzurike,10,0,0,0,0,0,0,0,0,0,0,0,1.0,5,4,1,1,2,0,0
500,Mike Greene,10,2,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,0
501,Dominique Robinson,11,0,0,0,0,0,1,0,0,0,0,0,0.5,12,5,7,1,1,0,0
502,Pat O'Connor,11,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,2,0,1,0
503,Malcolm Roach,12,0,0,0,0,0,3,0,0,0,0,0,0.0,38,13,25,3,1,0,0
504,Jeremiah Pharms,12,0,0,0,0,0,0,0,0,1,0,0,0.0,9,4,5,0,0,0,0
505,Scott Matlock,12,0,0,0,0,0,0,0,0,0,0,0,0.0,15,6,9,1,1,0,0
506,Jaquelin Roy,12,1,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,1,1,0,0
507,Josh Paschal,12,4,0,0,0,0,1,0,0,1,0,0,1.0,25,17,8,5,3,0,0
508,Jonathan Ledbetter,12,12,0,0,0,0,0,0,0,0,0,0,1.5,46,21,25,1,4,0,0
509,Charles Harris,13,3,0,0,0,0,0,0,0,0,0,0,1.5,13,10,3,2,5,0,0
510,Kentavius Street,13,6,0,0,0,0,1,0,0,1,0,0,1.0,18,11,7,4,1,0,0
511,Albert Huggins,13,5,0,0,0,0,0,0,0,1,0,0,0.0,22,7,15,0,2,0,0
512,Yannick Ngakoue,13,13,0,0,0,0,0,0,0,0,0,0,4.0,22,13,9,6,7,0,0
513,Alim McNeill,13,13,0,0,0,0,1,1,0,0,0,0,5.0,32,17,15,6,10,0,0
514,Khyiris Tonga,14,2,0,0,0,0,0,0,0,0,0,0,0.0,15,9,6,1,2,0,0
515,Nick Williams,14,6,0,0,0,0,0,0,0,2,0,0,1.0,32,16,16,7,1,0,0
516,David Onyemata,14,14,0,0,0,0,3,2,0,0,0,0,4.0,50,25,25,6,16,0,0
517,Calijah Kancey,14,14,0,0,0,0,1,0,0,0,0,0,4.0,26,19,7,10,12,0,1
518,Quinton Jefferson,14,14,0,0,0,0,0,1,0,1,-10,0,6.0,34,13,21,4,13,0,0
519,Will McDonald,15,0,0,0,0,0,0,1,0,1,0,0,3.0,14,9,5,4,5,0,0
520,Ta'Quon Graham,15,2,0,0,0,0,0,1,0,0,0,0,1.0,23,6,17,1,2,0,0
521,D.J. Davidson,15,2,0,0,0,0,2,0,0,0,0,0,0.5,13,6,7,1,1,0,0
522,Romeo Okwara,16,0,0,0,0,0,2,1,0,0,0,0,2.0,9,3,6,1,5,0,0
523,Zach Harrison,16,0,0,0,0,0,1,0,0,0,0,0,3.0,33,18,15,4,5,0,0
524,William Gholston,16,1,1,0,0,0,2,0,0,0,0,0,0.0,19,10,9,0,0,0,0
525,Micheal Clemons,16,1,0,0,0,0,0,1,0,0,0,0,0.5,27,14,13,2,1,0,0
526,Rakeem Nunez-Roches,16,4,0,0,0,0,1,0,0,0,0,0,0.5,26,14,12,1,1,0,0
527,Chase Young,16,6,0,0,0,0,2,0,0,0,0,0,7.5,25,17,8,7,15,0,0
528,Mike Purcell,16,10,0,0,0,0,3,0,0,1,-1,0,0.0,25,11,14,1,5,0,0
529,John Cominsky,16,11,0,0,0,0,1,0,0,0,0,0,2.0,36,14,22,2,8,0,0
530,Deatrich Wise Jr.,16,13,0,0,0,0,1,1,0,0,0,0,4.5,54,22,32,3,6,0,0
531,Logan Hall,16,13,0,0,0,0,2,0,0,2,0,0,0.5,22,11,11,2,1,0,0
532,Dexter Lawrence,16,16,0,0,0,0,2,0,0,0,0,0,4.5,53,32,21,7,21,0,1
533,Javon Hargrave,16,16,0,0,0,0,2,0,0,0,0,0,7.0,44,25,19,8,14,0,1
534,Colby Wooden,17,0,0,0,0,0,0,0,0,0,0,0,0.5,17,10,7,1,2,0,0
535,Zacch Pickens,17,0,0,0,0,0,1,1,0,0,0,0,0.5,20,9,11,1,2,0,0
536,Rasheem Green,17,0,0,0,0,0,0,0,0,0,0,0,2.0,15,8,7,2,5,0,0
537,Karl Brooks,17,0,0,0,0,0,4,1,0,2,0,0,4.0,20,12,8,6,5,0,0
538,Kevin Givens,17,1,0,0,0,0,1,0,0,1,0,0,1.5,22,12,10,3,4,0,0
539,Gervon Dexter,17,1,0,0,0,0,2,0,0,0,0,0,2.5,20,13,7,0,12,0,0
540,Jeremiah Ledbetter,17,2,0,0,0,0,1,0,0,1,0,0,0.0,24,7,17,1,1,0,0
541,Greg Gaines,17,2,0,0,0,0,0,0,0,1,0,0,1.0,24,7,17,0,5,0,0
542,Solomon Thomas,17,3,0,0,0,0,1,0,0,0,0,0,5.0,31,15,16,7,6,0,0
543,Morgan Fox,17,4,0,0,0,0,0,0,0,0,0,0,5.5,15,11,4,5,10,0,0
544,Devonte Wyatt,17,5,0,0,0,0,0,0,0,1,0,0,5.5,36,18,18,6,11,0,0
545,Jonathan Harris,17,5,0,0,0,0,0,0,0,0,0,0,1.0,43,26,17,4,4,0,0
546,Christian Barmore,17,6,0,0,0,0,6,1,0,0,0,0,8.5,64,39,25,13,16,0,0
547,Adam Gotsis,17,7,0,0,0,0,4,0,0,0,0,0,1.0,26,18,8,3,7,0,0
548,Montez Sweat,17,17,0,0,0,0,4,3,0,0,0,0,12.5,57,38,19,14,25,0,1
549,Keeanu Benton,17,9,0,0,0,0,2,2,0,0,0,0,1.0,36,16,20,1,8,0,0
550,DeMarcus Walker,17,12,0,0,0,0,0,0,0,0,0,0,3.5,30,17,13,9,16,0,0
551,A'Shawn Robinson,17,13,0,0,0,0,2,0,0,0,0,0,0.0,62,34,28,6,1,0,0
552,Jonathan Bullard,17,14,0,0,0,0,0,1,0,0,0,0,2.0,44,24,20,3,2,0,0
553,Benito Jones,17,15,0,0,0,0,0,0,0,0,0,0,1.0,26,13,13,3,6,0,0
554,Quinnen Williams,17,17,1,6,0,6,3,1,0,1,0,0,5.5,62,39,23,11,20,1,1
555,Tedarrell Slaton,17,17,0,0,0,0,2,0,0,0,0,0,0.0,50,23,27,2,2,0,0
556,Roy Robertson-Harris,17,17,0,0,0,0,1,0,0,0,0,0,3.5,34,16,18,3,11,0,0
557,Harrison Phillips,17,17,0,0,0,0,2,0,0,0,0,0,3.0,92,44,48,2,6,0,0
558,Austin Johnson,17,17,0,0,0,0,2,1,0,1,0,0,0.0,46,24,22,2,1,0,0
559,Aidan Hutchinson,17,17,1,6,0,6,7,3,0,2,0,0,11.5,51,36,15,14,33,0,1
560,Davon Godchaux,17,17,0,0,0,0,0,0,0,1,0,0,0.0,56,24,32,2,1,0,0
561,John Franklin-Myers,17,17,0,0,0,0,3,0,0,0,0,0,3.5,33,15,18,6,14,0,0
562,Clelin Ferrell,17,17,0,0,0,0,1,1,0,1,0,0,3.5,28,15,13,6,13,0,0
563,Kenny Clark,17,17,0,0,0,0,3,2,0,0,0,0,7.5,44,22,22,9,16,0,1
564,Calais Campbell,17,17,0,0,0,0,1,1,0,1,0,0,6.5,56,32,24,10,17,1,0
565,Nick Bosa,17,17,0,0,0,0,4,2,0,1,-3,0,10.5,53,34,19,16,35,0,1
566,Andrew Billings,17,17,0,0,0,0,0,0,0,0,0,0,0.0,27,12,15,3,2,0,0
567,Perrion Winfrey,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
568,Benning Potoa'e,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
569,Jack Heflin,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
570,Marquise Copeland,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
571,Eli Ankou,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
572,McTelvin Agim,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,1,0,0
573,Nesta Jade Silvera,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
574,Matthew Butler,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
